Shelf mark	Name	Related shelfmark	Depository	Object	Size	Dating	Leaves/pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.50r	YVgL		VIII:4 (4f; ff. 48-51); IX:4 (2b; ff. 52-54); X:4 (2b; ff. 55-58)	205x160x35	195x150	No	II	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.50v–52r		List of bishops in Skara and their lengths of servives	VIII:4 (4f; ff. 48-51); IX:4 (2b; ff. 52-54); X:4 (2b; ff. 55-58)	205x160x35	195x150	No	II	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.52r–56r	YVgL		VIII:4 (4f; ff. 48-51); IX:4 (2b; ff. 52-54); X:4 (2b; ff. 55-58)	205x160x35	195x150	No	II	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.56r–58v		RBKM 1285	VIII:4 (4f; ff. 48-51); IX:4 (2b; ff. 52-54); X:4 (2b; ff. 55-58)	205x160x35	195x150	No	II	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.59r–66r	VgL		XI:8 (2b, 4f; ff. 59-66)	205x160x35	195x150	No	III	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Hand b	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.66r		Latin annotation	XI:8 (2b, 4f; ff. 59-66)	205x160x35	195x150	No	III	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.66v		11 riddles in Latin (and Swedish?)	XI:8 (2b, 4f; ff. 59-66)	205x160x35	195x150	No	III	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.66v		12 Latin glosses with Swedish translations	XI:8 (2b, 4f; ff. 59-66)	205x160x35	195x150	No	III	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.67r–74v	VgL	 Kkb (in Latin)	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Hand g	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.74v	Bible	Gospel of Matthew (part.)	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.74v	Hildebertus Turonensis	De hermaphroditas	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.74v		Atronomical text	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.74v	Petrus Riga	Aurora, Liber genesis, v. 317-318	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.74v–76r		Confession forms (in Latin)	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	ff.75r-76v		Versus	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
B 59		114; N. 8 (Stiernhielm)	KB	Codex	Unknown	1275-1299; 1280-1330	f.76v		Atronomical text	 XII:11 (5b, 1f; ff. 67-77); XIII:2 (1b; ff. 77:1-mirror)	205x160x35	195x150	No	IV	Yes	Parchment	Ink	1	20-40	Textualis	Yes	Various scribes	Västgötland	None	None	None	None	None	Nowhere	Annerstedt (1876:112–115); Biblis: tidskrift för bokhistoria, bibliografi, bokhantverk, samlande 54 (2011:31–36); Börtzell (1888-1889:9–10); Collin (1827:1–74; 257-281; 287-307; 310-316; 1976); Fant (1818:7-13; 250); Gödel (1916:6-7; 67; 188; 191-196; 224; 236; 238; 272; 287–289; 294-295; 298; 301); [Hadorph (1687), s. [6]; Hjärne (1895:314–318); Holm (1988:54–58); Ihre (1752-1755); J. C. B. (1759:32–44); Klemming (1868-1881:177-216; 276-280); Liljegren (1829); Lindquist (1941:11-37; 40-48; 65–103); Loccenius (1615:* 55 ff.); Lundius (s. a. [1693-1697]:93–95); Messenius (1643 & senare:* 47 ff.*); Rydberg (1877:46-48); Småstykker (1884-1891:66–73); Schwartz (1876:63-67); Stiernhielm (1663:84-88; 92-99); Undorf (1995:223); Vendell (1897:67-72); Wessén (1950); Wiktorsson (2011); Åström (2003:56; 77; 113; 117)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=b5&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1200%22%5D&pid=alvin-record%3A472977&c=1";"Av")
