Shelf mark	Language	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1300–1350	Ff. 100ra–117vb	KJE	Comp; incl. ch. 67	I: 7 (2b, 3f, ff. 4-10, marked as 92-98); II: 6 (3b, ff. 11-16, marked as 100-105); III: 6 (3b, ff. 17-22, marked as 106-111); IV: 6 (3b, ff. 23-28, marked as 112-117); V: 6 (3b, ff. 29-34, marked as 118-123); VI: 6 (3b, ff. 35-40, marked as 124-129); VII: 8 (4b, ff. 41-48, marked as 130-137); VIII: 8 (4b, ff. 49-56, marked as 138-145); IX: 6 (2b, 2f, ff. 57-62, marked as 146-151); X: 8 (4b, ff. 63-70, marked as 152-159); XI: 8 (4b, ff. 71-78, marked as 160-167)	Unknown	Unknown		I	No	Parchment	Ink	2	34	Textualis	Yes	Hand e	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1300–1350	Ff. 118ra–167rb	MLL (EidsL)	w ToC; incl. RBMK; Epi; all to Eidsþ	I: 7 (2b, 3f, ff. 4-10, marked as 92-98); II: 6 (3b, ff. 11-16, marked as 100-105); III: 6 (3b, ff. 17-22, marked as 106-111); IV: 6 (3b, ff. 23-28, marked as 112-117); V: 6 (3b, ff. 29-34, marked as 118-123); VI: 6 (3b, ff. 35-40, marked as 124-129); VII: 8 (4b, ff. 41-48, marked as 130-137); VIII: 8 (4b, ff. 49-56, marked as 138-145); IX: 6 (2b, 2f, ff. 57-62, marked as 146-151); X: 8 (4b, ff. 63-70, marked as 152-159); XI: 8 (4b, ff. 71-78, marked as 160-167)	Unknown	Unknown		I	No	Parchment	Ink	2	34	Textualis	Yes	Hand e	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	Ff. 167rb–169ra		RBEK 1280	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	F. 169ra–rb		RBEK&HM 14.5.1290	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	Ff. 169rb–170rb		RBHM 2.5.1313	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	F. 170rb–va		RBHM 5.3.1304	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	Ff. 170va–171ra		RBHM 29.5.1303	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	F. 171rb–va		RBHM 1306	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	F. 171va–vb		RBHM 25.11.1315	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350–1400	F. 171vb		RBHM 26.12.1309	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32–33		Yes	Hand f	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1347	F. 172ra		RBHM 26.12.1309	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	Various		Yes	Hand g	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1347	F. 172rb–vb		RBHM 28.3.1318	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	Various		Yes	Hand g	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1347	F. 172vb		RBHH 6.6.1263	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	Various		Yes	Hand g	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350	F. 173ra–rb		RBHH 6.6.1263	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32		Yes	Hand h	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350	F. 173rb–va	KN (BorgL)	ch. 50	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32		Yes	Hand h	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
NB Ms 317 4to	no		Chr. Univ. 317 qv. (Storm 1885, 730); OsloUB 317 4:o	NB	Codex	4to	1350	F. 173va–vb		RbMh (u.d.): Tithe and rights of the Church; Hamar	XII: 4 (2b, ff. 79-82, marked as 168-171); after the last gathering: ff. 83-84 (made of parchment, marked as 171-172), f. 3* (made of paper)	Unknown	Unknown		II	No	Parchment	Ink	2	32		Yes	Hand h	Hamar	Gothic/Romanesque	R, G, B, Black	Ornamented large (4-7 lines), medium (3 lines) and small (2 lines) initials.	Large	On f. 91v, a full miniature of the Crucifixtion is depicted, in High-Gothic style. Ontherwise, no historiated content. Ten large initials are found on f. 95rb1-7, f. 118ra6-9, f. 121rb6-9, f. 124rb6-9, f. 128vb7-10, f. 135vb11-14, f. 137vb23-28, f. 147vb6-10, f. 160ra18-22, f. 164vb33-36. In some parts, drawings were added to the lower margins, with mainly floral motifs.	Throughout		[NB](https://www.nb.no/items/ce91d1f43e6a0d23b0907a31b7fb4a39?page=0)
DG 8	no			Uppsala Universitetsbibliotek; Uppsala	Codex	Fol.	1300–1350	Ff. 1r–53v	MLL (FrL)	w ToC; incl. RBHK & MK; Epi; all to Frþ	1–8 (ff. 1–57; ff. 32–33 added later)	Unknown	260x195		I	No	Parchment	Ink	1	32	Textualis	Yes	Hand a (ff. 1r–31r; ff. 34r–53v)	Unknown	Romanesque	R, B	Ornamented large (4 lines), medium (3 lines) and small initials (2 lines). Small initials tend to be painted as Lombard letters.	Large	None. Three large initials on f. 1r1-4, f. 5r6-9 and f. 8r20-23.	Throughout	Jóhanna Katrín et.al. (2023)	[MS](https://www.manuscripta.se/ms/101029); [AV](https://www.alvin-portal.org/alvin/view.jsf?dswid=-7498&searchType=EXTENDED&query=DG+8&aq=%5B%5B%7B%22A_FQ%22%3A%22DG+8%22%7D%5D%5D&aqe=%5B%5D&af=%5B%5D&pid=alvin-record%3A54183&c=3)
DG 8	no			Uppsala Universitetsbibliotek; Uppsala	Codex	Fol.	1350	Ff. 1r–53v	MLL (FrL)	w ToC; incl. RBHK & MK; Epi; all to Frþ	1–8 (ff. 1–57; ff. 32–33 added later)	Unknown	260x195		II	No	Parchment	Ink	1	32	Textualis	No	Hand b (ff. 32r–33v)	Unknown	Romanesque	R, B	Ornamented large (4 lines), medium (3 lines) and small initials (2 lines). Small initials tend to be painted as Lombard letters.	Medium	None. Three large initials on f. 1r1-4, f. 5r6-9 and f. 8r20-23.	Throughout		[MS](https://www.manuscripta.se/ms/101029); [AV](https://www.alvin-portal.org/alvin/view.jsf?dswid=-7498&searchType=EXTENDED&query=DG+8&aq=%5B%5B%7B%22A_FQ%22%3A%22DG+8%22%7D%5D%5D&aqe=%5B%5D&af=%5B%5D&pid=alvin-record%3A54183&c=3)
DG 8	no			Uppsala Universitetsbibliotek; Uppsala	Codex	Fol.	1300–1350	Ff. 53v–57v	Fml	ch. 1–19	1–8 (ff. 1–57; ff. 32–33 added later)	Unknown	260x195		II	No	Parchment	Ink	1	32	Textualis	No	Hand a (ff. 53v–57r	Unknown	Romanesque	R, B	Ornamented large (4 lines), medium (3 lines) and small initials (2 lines). Small initials tend to be painted as Lombard letters.	Medium	None. Three large initials on f. 1r1-4, f. 5r6-9 and f. 8r20-23.	Throughout		[MS](https://www.manuscripta.se/ms/101029); [AV](https://www.alvin-portal.org/alvin/view.jsf?dswid=-7498&searchType=EXTENDED&query=DG+8&aq=%5B%5B%7B%22A_FQ%22%3A%22DG+8%22%7D%5D%5D&aqe=%5B%5D&af=%5B%5D&pid=alvin-record%3A54183&c=3)
DG 8	no			Uppsala Universitetsbibliotek; Uppsala	Codex	Fol.	1300–1350	Ff. 53v–57v	Fml	ch. 1–19	1–8 (ff. 1–57; ff. 32–33 added later)	Unknown	260x195		II	No	Parchment	Ink	1	32	Textualis	No	Hand c (f. 57v)	Unknown	Romanesque	R, B	Ornamented large (4 lines), medium (3 lines) and small initials (2 lines). Small initials tend to be painted as Lombard letters.	Medium	None. Three large initials on f. 1r1-4, f. 5r6-9 and f. 8r20-23.	Throughout		[MS](https://www.manuscripta.se/ms/101029); [AV](https://www.alvin-portal.org/alvin/view.jsf?dswid=-7498&searchType=EXTENDED&query=DG+8&aq=%5B%5B%7B%22A_FQ%22%3A%22DG+8%22%7D%5D%5D&aqe=%5B%5D&af=%5B%5D&pid=alvin-record%3A54183&c=3)
AM 69 4to	no			AMS	Codex	4to	1300–1350	Ff. 1r–81r	MLL (FrL)	Incl. RBHK & MK for Frþ; Epi to Gulaþ	I: 5 (1b, 3f, ff. 1-4); II: 6 (3b, ff. 6-11); III: 6 (3b, ff. 12-17); IV: 8 (4b, ff. 18-25); V: 3 (1b, 1f, ff. 27-29); VI: 8 (4b, ff. 30-37); VII: 8 (4b, ff. 38-45); VIII: 8 (4b, ff. 46-53); IX: 8 (4b, ff. 54-61); X: 8 (4b, ff. 62-69); XI: 8 (4b, ff. 70-77); XII: 4 (2b, ff. 78-81); XIII: 4 (2b, ff. 82-85)	Unknown	180x135		I	No	Parchment	Ink	1	27	Unknown	Yes	Hand a	Unknown	Romanesque	Y. R, G	Ornamented large (4 lines), medium (3 lines) and small initials (3 lines). Both medium and small initials tend to be painted as Lombard letters.	Large	None. Three ornamented large initials on f. 1r1-4, f. 76r16-19 and f. 79r7-10.	Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0069/0)
AM 69 4to	no			AMS	Codex	4to	1300–1350	Ff. 81r–83r		RBEK 1280	I: 5 (1b, 3f, ff. 1-4); II: 6 (3b, ff. 6-11); III: 6 (3b, ff. 12-17); IV: 8 (4b, ff. 18-25); V: 3 (1b, 1f, ff. 27-29); VI: 8 (4b, ff. 30-37); VII: 8 (4b, ff. 38-45); VIII: 8 (4b, ff. 46-53); IX: 8 (4b, ff. 54-61); X: 8 (4b, ff. 62-69); XI: 8 (4b, ff. 70-77); XII: 4 (2b, ff. 78-81); XIII: 4 (2b, ff. 82-85)	Unknown	180x135		I	No	Parchment	Ink	1	27	Cursiva A.	No	Hand b	Unknown	Romanesque	Y. R, G	Ornamented large (4 lines), medium (3 lines) and small initials (3 lines). Both medium and small initials tend to be painted as Lombard letters.	Large	None. Three ornamented large initials on f. 1r1-4, f. 76r16-19 and f. 79r7-10.	Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0069/0)
AM 69 4to	no			AMS	Codex	4to	1300–1350	F. 83r–v		RBHM 1306	I: 5 (1b, 3f, ff. 1-4); II: 6 (3b, ff. 6-11); III: 6 (3b, ff. 12-17); IV: 8 (4b, ff. 18-25); V: 3 (1b, 1f, ff. 27-29); VI: 8 (4b, ff. 30-37); VII: 8 (4b, ff. 38-45); VIII: 8 (4b, ff. 46-53); IX: 8 (4b, ff. 54-61); X: 8 (4b, ff. 62-69); XI: 8 (4b, ff. 70-77); XII: 4 (2b, ff. 78-81); XIII: 4 (2b, ff. 82-85)	Unknown	180x135		I	No	Parchment	Ink	1	27	Cursiva A.	No	Hand b	Unknown	Romanesque	Y. R, G	Ornamented large (4 lines), medium (3 lines) and small initials (3 lines). Both medium and small initials tend to be painted as Lombard letters.	Large	None. Three ornamented large initials on f. 1r1-4, f. 76r16-19 and f. 79r7-10.	Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0069/0)
AM 69 4to	no			AMS	Codex	4to	1300–1350	F. 84r		RBHM 26.12.1309	I: 5 (1b, 3f, ff. 1-4); II: 6 (3b, ff. 6-11); III: 6 (3b, ff. 12-17); IV: 8 (4b, ff. 18-25); V: 3 (1b, 1f, ff. 27-29); VI: 8 (4b, ff. 30-37); VII: 8 (4b, ff. 38-45); VIII: 8 (4b, ff. 46-53); IX: 8 (4b, ff. 54-61); X: 8 (4b, ff. 62-69); XI: 8 (4b, ff. 70-77); XII: 4 (2b, ff. 78-81); XIII: 4 (2b, ff. 82-85)	Unknown	180x135		I	No	Parchment	Ink	1	27	Cursiva A.	No	Hand b	Unknown	Romanesque	Y. R, G	Ornamented large (4 lines), medium (3 lines) and small initials (3 lines). Both medium and small initials tend to be painted as Lombard letters.	Large	None. Three ornamented large initials on f. 1r1-4, f. 76r16-19 and f. 79r7-10.	Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0069/0)
AM 69 4to	no			AMS	Codex	4to	1300–1350	Ff. 84r–85v		RBHM 2.5.1313	I: 5 (1b, 3f, ff. 1-4); II: 6 (3b, ff. 6-11); III: 6 (3b, ff. 12-17); IV: 8 (4b, ff. 18-25); V: 3 (1b, 1f, ff. 27-29); VI: 8 (4b, ff. 30-37); VII: 8 (4b, ff. 38-45); VIII: 8 (4b, ff. 46-53); IX: 8 (4b, ff. 54-61); X: 8 (4b, ff. 62-69); XI: 8 (4b, ff. 70-77); XII: 4 (2b, ff. 78-81); XIII: 4 (2b, ff. 82-85)	Unknown	180x135		I	No	Parchment	Ink	1	27	Cursiva A.	No	Hand b	Unknown	Romanesque	Y. R, G	Ornamented large (4 lines), medium (3 lines) and small initials (3 lines). Both medium and small initials tend to be painted as Lombard letters.	Large	None. Three ornamented large initials on f. 1r1-4, f. 76r16-19 and f. 79r7-10.	Throughout		[HR](https://handrit.is/manuscript/view/da/AM04-0069/0)
Isl. Perg. 4to 29	no		Holm Perg. 29 4to; C 16 (Storm 1885: 654)	KB	Codex	4to	1300–1350	Ff. 1r–58r	MLL (GuL)	Incl. RBHK & MK; Epi; all to Gulaþ	1–10 (ff. 1–62) (before f. 1r, on f. *1 (parchment), legal formulas on r and on v a Latin text)	Unknown	242x190		I	No	Parchment	Dry	1	28	Textualis	Yes	Hand a	Unknown	Gothic/Romanesque	R, G, Y	Ornamented large (4-6 lines), medium (3 lines) and small initials (3 lines). Often, medium and sometimes small initials are inhabited.	Large	Three historiated initials on f. 1r1-6 (Bréf Magnús konungs; A crowned head depicted facing the viewer), f. 14r18-21 (Mannhelgibálkr; A face looking at the viewer) and f. 23r6-9 (Erfðatal/Kvennagiftingar; two figures swearing an oath). Further five ornamented and at times inhabited main initials are found on f. 31r1-4, f. 34v21þ24, f. 49v7þ10, f. 63r7þ12 and f. 66r33þ36.	Throughout		[MS](https://www.manuscripta.se/ms/101289)
Isl. Perg. 4to 29	no		Holm Perg. 29 4to; C 16 (Storm 1885: 654)	KB	Codex	4to	1300–1350	F. 58v	ByL (BGO)	Pro 1 l.; Tfb ch. 1 (6 l.)	1–10 (ff. 1–62) (before f. 1r, on f. *1 (parchment), legal formulas on r and on v a Latin text)	Unknown	242x190		I	No	Parchment	Dry	1	28	Textualis	Yes	Hand a	Unknown	Gothic/Romanesque	R, G, Y	Ornamented large (4-6 lines), medium (3 lines) and small initials (3 lines). Often, medium and sometimes small initials are inhabited.	Large	Three historiated initials on f. 1r1-6 (Bréf Magnús konungs; A crowned head depicted facing the viewer), f. 14r18-21 (Mannhelgibálkr; A face looking at the viewer) and f. 23r6-9 (Erfðatal/Kvennagiftingar; two figures swearing an oath). Further five ornamented and at times inhabited main initials are found on f. 31r1-4, f. 34v21þ24, f. 49v7þ10, f. 63r7þ12 and f. 66r33þ36.	Throughout		[MS](https://www.manuscripta.se/ms/101289)
Isl. Perg. 4to 29	no		Holm Perg. 29 4to; C 16 (Storm 1885: 654)	KB	Codex	4to	1350–1400	Ff. 58v–59v		RBHM 2.5.1313	1–10 (ff. 1–62) (before f. 1r, on f. *1 (parchment), legal formulas on r and on v a Latin text)	Unknown	242x190		I	No	Parchment	Dry	1	28	Cursiva A.	No	Hand d	Unknown	Gothic/Romanesque	R, G, Y	Ornamented large (4-6 lines), medium (3 lines) and small initials (3 lines). Often, medium and sometimes small initials are inhabited.	Large		Throughout		[MS](https://www.manuscripta.se/ms/101289)
