Shelf mark	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
							f.40v		Äb (KrL; part.)																						
							f.47r		Jb ch.30:1 (KrL)																						
							f.110v		Scribal notice																						
							ff.111r–114r		Gårdsrätt (unknown)																						
							f.114r		Scribal notice																						
							ff.114v–115r		Om högmäles ogärningar																						
							f.115r		RB 1415																						
							ff.115v–117r	UL	Kgb ch.10																						
							ff.117r–117v		Kkb ch.22																						
							ff.118r–123v	MEL	Alphabetical index																						
B 154	Stockholms stads lagbok	Kongl. Bibl. N:o 78	KB	Codex	Unknown	1425-1449; 1357-1400 (Manuscripta.se)	ff.2r–17v	UL	Kkb	0:2 (1b; mirror-0:1); I:6(3b;ff. 0:2-0:7); II:6 (3b; ff. 0:8-0:13); III:10 (5b; ff. 1-10); IV:9 (3b+3f; ff. 11-19); V:10 (5b; ff. 20-29); VI:10 (5b; ff. 30-39); VII:12 (6b; ff. 40-51); VIII:10 (5b; ff. 52-61); IX:10 (5b; ff. 62-71); X:10 (5b; ff. 72-81); XI:10 (5b; ff. 82-91); XII:10 (5b; ff. 92-101); XIII:10 (5b; ff. 102-111); XIV:9 (4b+1f; ff. 112-120); XV:8 (4b; ff. 120:1-120:8); XVI:4 (2b; ff. 120:9-120:12); XVII:4 (2b; ff.120:13-mirror); XVIII:1 (1f; f.120:16)	320x230x60	300x210			Yes	Parchment	Ink	1	26	Textualis			Stockholm							Beckman (1917:121-125); Gyllene böker (1987:51)	[MS](https://manuscripta.se/ms/100315)
							ff.18r–115v	MEStL	red.1																						[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472979&c=24)
							ff.116r–120v		Alphabetical index																						
B 155		B. 155; No. 46	KB	Codex	Unknown	1425-1475	ff.1r–1v		RB 1437	I:8 (3b; mirror-7); II:11(5b+1f; ff. 8-18); III:13(6b+1f; ff. 19-31); IV:12 (6b; ff. 32-43); V:12 (6b; ff. 44-55); VI:12 (5b+2f; ff. 56-67); VII:12 (6b; ff. 68-79); VIII:12 (6b; ff. 80-91); IX:13 (6b+1f; ff. 92-130); X:6 (3b; ff. 104-109); VII:7(3b+ 1f; ff. 110-116); VIII:12 (6b; ff. 117-128)	210x160x55	195x150	Yes. Custods on f. 18v; f. 31v; f. 43v; f. 55v; f. 67v; f. 79v; f. 91v.	I				1	30-32	Cursiva R		Hand a (ff. 2r–7v) with additions of two further scribes (Hand b and Hand c)	Unknown	Romanesque	R, B	Lombard small initials (2 lines). One large initial with fleuronné ornamentation on f. 2r1-4.	Small	None	Throughout	Beckman (1917:120); Cornell (1943); Klemming (1856:298–309); Schlyter (1838: XVIII; 1862: XXIX–XXX); Åström (2003:2013); Wiktorsson (1981: 80–84; 88-90)	[MS](https://manuscripta.se/ms/100316)
							ff.2r–7v		Kalendarium																						
							f. 8r	SdmL	För					II								Hand b (ff. 8r–103v) with a short addition of Hand d)									
							f.8r	MEL & KrL	memorial rhyme over the sections of the law codes (Latin and Swedish)																						
							ff.8r–16v	SdmL	Kkb																						[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472956&c=16)
							f.8v		Proverbia																						
							ff.11r-12r		Versus																						
							ff.16v–18v		Gårdsrätt: anonym																						
							ff.18v–103v	MEL																							
							f.25v		Scribal notice (in Latin)																						
							ff.27v–28v		Kgb ch.10 (UL)																						
							f.28v		Proverbia																						
							ff.37r–38v		Kkb (UL)																						
							ff.54r-v		Bb ch.36:2-3 (ÖgL)																						
							f.66r		Versus																						
							f.92v		Versus																						
							ff.98:1r–v		Tb ch. 1 (KrL)																						
							f.103v		Scribal notice (in Latin)																						
							f.103v		Versus																						
							ff.104r–107r		Text on differences between the new and old laws					III					Various			Hand c and Hand d (ff. 104r–107r; ff. 108v–109r)		None	None	None	None	None	Nowhere		
							f.107v		Versus																						
							ff.108v–109r		Legal formulas																						
							ff. 110r–116v		Kalendarium					IV								Hand g (ff. 110r–116v)									
							ff. 117r–122v		Kalmar recess (the second) 1483					V								Hand i (ff. 117r–126v; f. 128v?) and Hand j at the end									
							ff.122v–124r		Text on differences between the new and old laws																						
							ff.124v–125v		Port regulations (24.8.1450)																						
						1520-1530	ff. 126r–126v		Om högmäles ogärningar																						
B 161		B. 161; No. 54	KB	Codex	4to	1513	ff.1r–8v	UL	Kkb	I:2 (1b; ff. 1-2); II:12 (6b; ff. 3-14); III:12 (6b; ff. 15-26); IV:12 (6b; ff. 27-38); V:12 (6b; ff. 39-50); VI:12 (6b; ff. 51-62); VII:12 (6b; ff. 63-74); VIII:12 (6b; ff. 75-86); IX:12 (6b; ff. 87-98); X:12 (6b; ff. 99-110); XI:12 (6b; ff. 111-122); XII:12 (6b; ff. 123-134); XIII:12 (6b; ff. 135-146); XIV:12 (6b; ff. 147-158); XV:7 (3b; 1f; ff. 159-165); XVI:11 (5b; 1f; ff. 166-176)	210x150x45	200x140				Paper	Ink	1	21-23	Younger Cursive		Skriven av en hand på ff. 1r–160v och ff. 166r–176v- med inskjutna ungefär samtidiga tillägg av hand 2 på ff. 161r–162r; och hand 3 på ff.162v–165v; Birger Magnusson (Säby 1513) f. 160v	Säby							Beckman (1917:120); Cornell (1943); Schlyter (1834:XXXIII–XXXIV; 1862:LIII); Hedlund (1980:46); Åström (2003;2013); Lundahl (1914:125)	[MS](https://manuscripta.se/ms/100317)
							ff.9r–160v	MEL	With parts of KrL (Kgb) on the leaves; f.9r; f.17v; f.20v; f.85v;																						
							f.160v		Scribal notice (in Latin)																						
							ff.161r–162r		Rules for judges																						
							f.162v		Prayer (in Latin)																						
							ff.163r–163v		Legal formulas																						
							ff.163v–165v		Kalmar recess (the second) 1483																						
							ff.166r–174r		Kalmar recess 1474																						
							ff.174v–176v		Gårdsrätt (unknown)																						
B 162			KB	Codex	Unknown		ff.1r–131r	KrL		I:15 (7b; 1f; ff. 1-14); II:16 (8b; ff. 15-30); III:16 (8b; ff. 31-46); IV:16 (8b; ff. 47-62); V:16 (8b; ff. 63-78); VI:15 (7b; 1f; ff. 79-93); VII:16 (8b; ff. 94-109); VIII:16 (8b; ff. 110-125); IX:12 (2b; 8f; ff. 126-133)	200x145x50	200x140					Ink	1	23-26	Cursiva R	Yes	Enhet 1 (ff. 1r–131r) skriven av hand 1 med tillägg av hand 2 KOLLAS; enhet 2 (ff. 134r–164v; daterad ca 1540-1560) av hand 3 med tillägg av hand 4 på ff. 165v–166r; f. 167r ; hand 5 ff. 170v–171r	Unknown							N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917: 120; 219–220); Ståhle (1949:105–108)	[MS](https://manuscripta.se/ms/100318)
							f.131r		Scribal notice (in Latin)																						
							f.132r		Poem																						
							f.132r		List of nämndemenn																						
							f. 132v		Legal formulas																						
							ff.134r–157r	UL	Kkb	X:16 (8b; ff. 134-149); XI:16 (8b; ff. 150-165); XII:6 (3b; ff. 166-171)																					
							ff.157r–158r		Om högmäles ogärningar																						
							ff.158v–164v		Gårdsrätt (Erik of Pommern)																						
							ff.165v-167r		Kalmar recess (the second) 1483																						
							f.170v		Borders in Kinds county																						
							f.171r		List of public forests (?) in Kinds county																						
B 168			KB	Codex	Unknown	1429	ff.1r–61r	MEL		I:3 (2b; 1f (1 paper leaf); ff. 1-2); II:9 (4b; 1f; ff. 3-11); III:11 (4b; 3f; ff. 12-20); IV:8 (4b; ff. 21-28); V:8 4b; ff. 29-36); VI:8 (4b; ff. 37-44); VII:10 (4b; 2f; ff. 45-53); VIII:10 (5b; ff. 54-61)	200x155x25	195x160	Yes. Custodes on f. 2v ("c"); f. 11v ("e"); f. 12r ("f"); f. 36v ("m"); f. 37r ("n").	I	Yes	Parchment	Ink	1	21-23	Cursiva R	Yes	Hand a (Magnus Svenonis)	Unknown							Cornell (1943)	[MS](https://manuscripta.se/ms/100319)
							f.61r		Latin annotation																						
B 170		Kg.B. 136; Kongl. Bibliotheket No 80	KB	Codex	Unknown	1387	f.1v-64r	MEStL	red.1	I:1 (1b; mirror-1); II:10 (5b; ff. 2-11); III:10 (5b; ff. 12-21); IV:10 (5b; ff. 22-31); V:7 (3b; 1f; ff. 32-39); VI:11 (5b; 1f; ff. 40-50); VII:10 (5b; ff. 51-60); VIII:5 (1b; 3f; ff. 61-65); IX:2 (2f; ff. 66-67)	330x230x55	330x225	Yes. Custods on f. 11v; f. 39v; f. 50v; f. 60v.		Yes	Parchment	Ink	1	27	Textualis	Yes	Hand a (Konrad)	Söderköping?							Ahnlund (1944); Beckman (1917:120; 194-203); Ejder (1974:9–10); Hedlund (1980:14); Holmbäck (1966:XXIV–LIV); Schlyter (1865:III–V); Wessén (1971); Åström (2003)	[MS](https://manuscripta.se/ms/100320)
							f.1v		Legal formulas																						
							f.64r		Scribal notice (in Latin)																						
						1591-	ff.64v–65v		Borders in Söderköping (1591)											Younger Cursive		Several hands									
							ff.66r–66v		Letter																						
							ff.67r–67v		RB 1471																						
							f.68r		Letter	X:1 (1f; f.68)																					
B 172	Codex Kalmarnensis/ Codex Aboensis	Same commisioner and scribe as KB B 23a; A 5a; RA Skokloster E 8801	KB	Codex	Unknown	1425-1449	ff.1r–6v	Kalendarium	Åbo stift	I:4 (1b; 2f; mirror-0:3); II:2 (2f; ff. 0:4-0:5); III:4 (2b; ff. 0:6-0:9); IV:6 (2b; 2f; ff. 0:10-0:15); V:6 (3b; ff. 1-6)	260x200x60	245x170	Yes. Custods on f. 41v; f. 51v; f. 61v; f. 71v; f. 81v; f. 91v; f. 101v; f. 111v.		No		Ink	1	25-30	Cursiva R	Yes	Hand i	Uppland							Beckman (1917:106-111;120); [Börtzell (1888-1889: 9–10)]; Cornell (1943); Collin (1827:310–316;295-297); Ejder (1974:9–10); Liljegren (1829); Lindquist (1941:11–37); Hjärne (1895:314–318); Myrdal (2004:343-448); Schlyter (1834); Stiernhielm (1663); s. 96–97; Vilkuna (1932:7-14); Wiktorsson (1981:105ff; 2004:283-311); Åström (2003:77; 86; 94; 106-7; 110; 113; 185; 233)	[MS](https://manuscripta.se/ms/100321)
							ff.7r–21v	UL	Kkb	VI:12 (5b; 2f; ff. 7-18); VII:3 (3f; ff. 19-21); VIII:10 (4b; 2f; ff. 22-31); IX:10 (4b; 2f; ff. 32-41); X:10 (4b; 2f; ff. 42-51); XI:10 (4b; 2f; ff. 52-61); XII:10 (4b; 2f; ff. 62-71); XIII:10 (4b; 2f; ff. 72-81); XIV:10 (5b; ff. 82-91); XV:10 (5b; ff. 92-101); XVI:10 (5b; ff. 102-111); XVII:10 (5b; ff. 112-121); XVIII:2 (2f; ff. 122-123); XIX:3 (3f; ff. 123:1-123:3); XX:2 (2f; ff. 123:4-123:5); XXI:6 (3b; ff. 123:6-123:11); XXII:2 (2f; ff. 123:12-123:13); XXIII:4 (1b; 2f; ff. 123:14-mirror)												Hand a (add. hand b and c)									
							ff.22r–120v	MEL																							
							ff.33r–35r		Gårdsrätt (Magnus Eriksson)																						
							ff.40r-41r		Ordspråk							Parchment															[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472949&c=22)
							f.46r		Ordspråk																						
							f.53v		Ordspråk																						
							f.104r		Proverbia																						
							f.108r		Proverbia																						
							f.111v		Ordspråk																						
							ff.120v-123v	UL	Kgb ch.10-12																						
							ff.123v-124r		Legal formulas													hand d (f. II; VII-XI; [f. 132r]-[f. 136r]); hand e (f. XI); hand f (f. [f. 124r]-[f. 125v]); hand g (f. [f. 126r]); hand h (f. [f. 127v]-[f. 130v]									
							f.124r		Borders of the chapel of Yläne and the neighouring parts																						
							ff.124v-125r		Letter																						
							f.125v		Geneological table																						
							f.126r		Borders between Nedre Satakunda and Vemo (Åbo stift)																						
							ff.127v.130r		Text on the influence of the 12 celestial signs on the blood flow																						
							f.130v		Border between Finland and Russia																						
							ff.132r–135v		RBMK 1285																						
							ff.135v-136r		List of lawmen in Västergötland (?)																						
B 173		UUB B 62	KB	Codex	Unknown	1480-1510	ff.1r–12r	ff.1r–12r SdmL Kkb	Kkb	I:7 (3b; 1f; mirror-0:6); II:12 (6b; ff. 1-12); III:8 (4b; ff. 13-20); IV:12 (6b; ff. 21-32); V:12 (6b; ff. 33-44); VI:12 (6b; ff. 45-56); VII:12 (6b; ff. 57-68); VIII:12 (6b; ff. 69-80); IX:11 (5b; 1f; ff. 81-91); X:9 (4b; 1f; ff. 92-100); XI:12 (6b; ff. 101-112); XII:12 (5b; 2f; ff. 113-124); XIII:16 (7b; 2f; ff. 125-139); XIV:14 (7b; ff. 140-150:3); XV:8 (4b; ff.150:4-150:11); XVI:8 (4b; ff.150:12-150:19); XVII:10 (5b; ff. 150:20-150:29); XVIII:10 (5b; ff. 150:30-mirror)	210x155x50	195x135	Yes. Custods on f. 32v; f. 91v; f. 100v; f. 112v.				Ink	1	26-32	Unknown		Hand a	Östgötland?	Romanesque	R	Small Lombard initials (2 lines)	S	None	Throughout	Beckman (1917:120); Cornell (1943); Schlyter (1862: XLII-XLIII); Ståhle (1949:104; 112); Wiklund (1915:75–78); Åström (2003; 2013)	[MS (Not Digitized)](https://manuscripta.se/ms/100322)
							ff.21r–126r	MEL																							
							f.126r		Legal formulas																						
							ff.126v–128r		Gårdsrätt (unknown)																						
							ff.128v–129r		Kalmar recess 1474 and Kalmar recess 1483 (part.)													Several hands									
							f.129v-130v																								
							f.132r		Om högmäles ogärningar																						
							ff.134r–134:1r																								
							f.140r		Text on how things should be lit																						
							f.140r		Legal formulas																						
							ff.141r–150r		Kalmar recess 1474																						
B 175			KB	Fragment	Unknown	1400-1500	ff.A 1r-v	MEL		I:2 (2f; A+B)	Unknown	Unknown		I	No	Parchment	Dry	1	32	Unknown	No	Hand a	Unknown	None	None	None	None	None	Nowhere		[MS (Not Digitized)](https://manuscripta.se/ms/100323)
							ff.B 1r-v																								
B 176		B 176; B 179 [1]; B 179 [2]; B 179 [3]; B 179 [4]; B 179 [5]	KB	Fragment	Unknown	1450-1500	ff.1r-6v	MEL	part. Bb	I:8 (4b; ff. 0:1-6:1)	195x155x10	190x150		Unknown		Parchment		1	30	Unknown		Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	S	None	Throughout		[MS (Not Digitized)](https://manuscripta.se/ms/100324)
B 179 [1]		B 176; B 179 [1]; B 179 [2]; B 179 [3]; B 179 [4]; B 179 [5]	KB	Fragment	Unknown	1375-1400	ff.1r-2v	MEL	part. Bb	I:2 (1b; mirror-0:1)	Unknown	245x160		Unknown	No	Parchment	Ink	1	30	Unknown	Yes	Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	S	None	Throughout	Schlyter (1862:LV); Wollin (1981:118–119); Wiktorsson (1981:118–119)	[MS (Not Digitized)](https://manuscripta.se/ms/100325)
B 179 [2]		B 176; B 179 [1]; B 179 [2]; B 179 [3]; B 179 [4]; B 179 [5]	KB	Fragment	Unknown	1425-1475	f.4r-v	MEL	part. Jb	I:2 (1b; ff. 1-2)	Unknown	230x155		Unknown		Parchment	Ink	1	27	Unknown	Yes	Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	S	None	Throughout	Schlyter (1862:LV)	[MS](https://manuscripta.se/ms/100326)
B 179 [3]		B 176; B 179 [1]; B 179 [2]; B 179 [3]; B 179 [4]; B 179 [5]	KB	Fragment	4to	1475-1500	ff.6r–6v	MEL	part Tb	II:2 (2f; ff. 3-4)	Unknown	205x155		Unknown		Paper		1	36	Unknown	Yes	Hand a	Västgötland?	Romanesque	R	Small Lombard initials (3 lines)	S	None	Throughout	Lundius (s. a. [1693-1697]:93–95); Ihre (1752-1755); J. C. B. (1759:32–44); Fant (1818: *7-13* 7-13); Collin (1827:287-290; 298–303); Lindquist (1941:40–44; 65-95); Klemming (1868-1881:276–279); Rydberg (1877:47–48); Schlyter (1862:LV)	[MS](https://manuscripta.se/ms/100327)
							f.6r		Scribal notice																						
							f.6r		Bb ch.36:2-3 (ÖgL)																						
							f.6v		List over Christian Swedish kings																						
							f.6v		Borders of Västergötland																						
B 179 [4]		B 176; B 179 [1]; B 179 [2]; B 179 [3]; B 179 [4]; B 179 [5]	KB	Fragment	Unknown	1350-1400	ff.7r–8r	ÖgL	part. Kmb	III:2 (2f; ff. 5-6)	Unknown	Unknown		Unknown		Parchment	Ink	1	Unknown	Unknown	No	Hand a	Östergötland	None	R	None	None	Never inserted, but painted small letters within the lines.	Throughout	Holm (1988:35–37); Schlyter (1859:651–652)	[MS](https://manuscripta.se/ms/100328)
B 179 [5]		B 176; B 179 [1]; B 179 [2]; B 179 [3]; B 179 [4]; B 179 [5]	KB	Fragment	Unknown					IV:4 (2b; ff.7-mirror)										Unknown			Unknown								
B 181			KB	Fragment	Unknown	1350-1550	ff.1r–55v	KrL		I:2 (1b; mirror-0:1); II:10 (5b; ff. 1-10); III:9 (4b; 1f; ff. 11-19); IV:9 (4b; 1f; ff. 20-28); V:7 (3b. 1f; ff. 29-35); VI:8 (4b; ff. 36-43); VII:7 (3b; 1f; ff. 44-50); VIII:5 (2b; 1f; ff. 51-55); IX:2 (1b; ff. 55:1-mirror)	215x160x25	205x145	Yes. Gathering numbers in the gatherings 2; 4; 5; 6; 8 with arabic letters (7; 9-11 and 12).			Parchment	Ink	1	26-32	Unknown		Hand a	Unknown	Romanesque	R	Small Lombard initials (1- (mainly) 2 lines)	Small	None	Throughout	Schlyter (1869:XV)	[MS](https://manuscripta.se/ms/100329)
B 185			KB	Codex	Unknown	1425-1475	ff.1r–16v	UL	Kkb	I:10 (5b; ff. 1-10); II:11 (5b; 1f; ff. 11-21); III:10 (5b; ff. 22-31); IV:10 (5b; ff. 32-41); V:10 (5b; ff. 42-51); VI:10 (5b; ff. 52-61); VII:10 (5b; ff. 62-71); VIII:10 (5b; ff. 72-81; IX:10 (5b; ff. 82-mirror)	250x185x45	245x175				Parchment	Ink	1	26	Unknown	No	Hand a	Arboga	Romanesque	R	Small Lombard initials (2 lines)	Small	None. One larger Lombard initial (3 lines) on f. 1r1-3.	Throughout	Ahnlund (1944); N. Beckman (1919:28–35); Klemming (1868-1881:63–68); Beckman (1917:55-82; 219–220; 1918:164–166); Schlyter (1865:X–XI); Henning (1960:9–12); Dverstorp (2010:73–124; 184-190); Åström (2003)	[MS](https://manuscripta.se/ms/100330)
							f.6r		Poem																						
							ff.17r–85r	MEStL	red.1																						
							ff.85r–88r		Gårdsrätt (Erik of Pommern)																						
							ff.88r–89r		Rules for judges																						
							ff.89r–89v		When judges conclude with unjust sentences																						
							f.89v		Text on the neglect of watchmen																						
							f.90r	MEStL	Kgb ch.1:1																						
							f.90v	Versus	Omnibus rebus jam peractis																						
B 186			KB	Fragment	Unknown	1450-1500	ff.1r-20v	MEStL	part.	I:3 (1b; 1f; mirror-0:2); II:4 (2b; ff. 1-4); III:4 (2b; ff. 5-8); IV:6 (3b; ff. 9-14); V:6 (3b; ff. 15-20); VI:2 (1b; ff. 20:1-mirror)	205x150x10	195x140				Parchment	Ink	1	24	Unknown		Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Schlyter (1865:XXII–XXIII)	[MS](https://manuscripta.se/ms/100331)
B 193			KB	Fragment	Unknown	1200-1250	ff.1-2	ÄVgL	part.	I:2 (1b; mirrorend paper); II:2 (2f; ff. 1-2); III:2 (1b; endpaper-mirror)	Unknown	Unknown		Unknown	Yes	Parchment	Unknown	1	12	Protogothic	Yes	Hand a	Västergötland							Wessén (1950:3–6); Friesen (1904); Klemming (1868-1881:99–102)	[MS](https://manuscripta.se/ms/100332)
																															
B 196		Kongl. Biblioth. Nr 68.	KB	Fragment	Unknown	1325-1375	ff.1r–10v	ÖgL	part.	Check	155x120x5	150x110				Parchment	Ink	1	21	Unknown		Hand a	Östergötland	None	None	None	None	None	Nowhere	Schlyter (1865:XCIII–XCIV); Olson (1911:X–XI); Holm (1988:40); Klemming (1868-1881:98)	[MS](https://manuscripta.se/ms/100333)
B 199			KB	Codex	Unknown	1300-1349	ff.1r–88v	UL		I:2 (1b; mirror-0:1); II:4 (2b; ff. 0:2-0:5); III:1 (1f; f. 0:6); IV:8 (4b; ff. 1-8); V:8 (4b; ff. 9-16); VI:8 (4b; ff. 17-24); VII:8 (4b; ff. 25-32); VIII:8 (4b; ff. 33-40); IX:8 (4b; ff. 41-48); X:8 (4b; ff. 49-56); XI:8 (4b; ff. 57-64); XII:8 (4b; ff. 65-72); XIII:8 (4b; ff. 73-80); XIV:8 (4b; ff. 81-88); XV:1 (1f; f.89); XVI:6 (3b; ff. 90-95)	210x160x40	200x140			Yes	Parchment	Ink	1	20	Textualis	No	Hand a	Uppland	None	None	None	None	None	Nowhere	Henning S (1967:II-IV); Åström (2003:44)	[MS](https://manuscripta.se/ms/100334)
																															[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=-5942&searchType=EXTENDED&query=stockholm&aq=%5B%5B%7B%22A_FQ%22%3A%22stockholm%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22alpha3_facet%3Aswe%22%2C%22CRP_facet%3A1300%22%5D&pid=alvin-record%3A472939&c=2)
B 200			KB	Fragment	4to	1475-1500	ff.84r–99v	UL	Kkb	I:5 (2b; 1f; ff. 0:1-0:5); II:16 (5b; 6f; ff. 84-99); III:5 (2b; 1f; ff. 99:1-99:5)	200x140x10	195x130				Paper	Ink	1	30	Unknown	No	Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Schlyter (1834:XXXII–XXXIII); Ståhle (1949:104; 112); Åström (2013)	[MS](https://manuscripta.se/ms/100335)
							f.97r		Om högmäles ogärningar																						
							ff.97r-v	KrL	Hmb ch.4																						
							f.97v		RB																						
B 201			KB	Fragment	Unknown	1442 (1400-1500)	ff.1r-11v	UL	Kkb	I:1 (1f; f. 0:1); II:11 (5b; 1f; ff. 1-11); III:1 (1f; f. 11:1)	215x150x5	210x140						1	28-29	Unknown	No	Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Åström (2013)	[MS](https://manuscripta.se/ms/100336)
																															
B 202			KB	Fragment	Unknown	1300-1400	ff.1r-4v	UL	part.	II:4 (2b; ff. 1-4)	280x215x10	260x190		Unknown		Parchment		1	28	Unknown	No	Hand a	Unknown	None	R	None	None	None, but painted small letters within the lines.	Nowhere	Wiktorsson (1985:118–134); Geete (1900-1916:[243]–259)	[MS](https://manuscripta.se/ms/100337)
B 204			KB	Fragment	Unknown			Sml	Kkb					I	No	Parchment	Ink	1	22	Unknown	No	Hand a	Unknown	Romanesque	R, B	Small Lombard initials (2 lines)	Small	None	Throughout		
B 588		Isl. 24 (Antiqvitets Arkivet)	KB	Fragment	Unknown	1450-1500	ff.1r-5v		Sankt Görans guild (Kopparberg)	I:2 (1b; mirror-0:1); II:1 (1f; f. 1); III:4 (2b; ff. 2-5); IV:2 (1b; ff. 6-mirror)	195x150x10	185x140				Parchment		1	24	Unknown		Hand a	Unknown							Diplomatarium Dalekarlia (1842:57–60); Etzler (1931:I-LVI-LV); Klemming (1868-1881:103–110)	[MS](https://manuscripta.se/ms/100339)
																Paper															
B 589			KB	Fragment	Unknown	1350-1400	ff.1r-2v		RB (Gille)	I:2 (2f; ff. 1-2)	Unknown	Unknown				Parchment		1	12	Unknown		Hand a	Unknown							Geete (1900-1916:67–71)	[MS](https://manuscripta.se/ms/100340)
B 590			KB	Fragment	Unknown	1506-1510	ff.1-11	BS	part.	Unknown	140x125x15	Unknown		Unknown				1	12	Unknown		Hand a	Stockholm							Klemming (1868-1881:33-38; 1856: [210]-2150)	[MS](https://manuscripta.se/ms/100341)
																															
B 594		SKB B 597; SKB B 601	KB	Codex	Unknown	1500-1524; 1502-1503	ff.2v-8r	DS	Stockholm (1502 or 1503)	I:10 (5b; ff. 1-20); II:8 (4b; ff. 21-36); III:8 (4b; ff. 37-52); IV:8 (4b; ff. 53-68); V:9 (4b; 1f; ff. 69-mirror)	150x115x25	140x105		I	No	Parchment	Ink	1	16	Semihybrida	Yes	Hand a (Stadsskrivaren Helmik?)	Stockholm							Illuminated manuscripts (1963:21); Klemming (1856:208); Nordström (1975); Nordisk tidskrift för bok- och biblioteksväsen 1 (1914:387–390)	[MS](https://manuscripta.se/ms/100342)
							ff.11r-34v																								
						1541-	ff.34v-35v		Stockholm (22.11.1541)					II						Younger Cursive		Hand b									
B 597		SKB B 594; SKB B 601; No. 5	KB	Codex	Unknown	1501?	ff.1r-60v	GsS	Stockholm (1501?)	Unknown	140x105x30	130x100	a-g	I	No	Parchment	Ink	1	11	Unknown		Hand a (Stadsskrivaren Helmik?)	Stockholm	Romanesque	R, B	Mainly small Lombard initials (2 lines), but generally extended into the left margin.	Small	None (but at times faces painted added to the initials).	Throughout	Klemming (1856:[139]–159; 181-182)	[MS](https://manuscripta.se/ms/100343)
B 601		KB B607; SKB B 594; SKB B 597	KB	Codex	Unknown	1487	ff.2r-25r	MmS	Stockholm (1487)	I:12 (5b; 2f; mirror-11); II:10 (5b; ff. 12-21); III:10 (4b; 2f; ff. 22-mirror)	150x105x25	140x100			Yes	Parchment	Ink	1	11	Semihybrida	Yes	Hand a (Stadsskrivaren Helmik van Nörden)	Stockholm								[MS](https://manuscripta.se/ms/100344)
							f.2v		Scribal notice																						
B 607		KB B601; SKB B 594; SKB B597	KB	Codex	Unknown	1500-1524; 1501	ff. s. 3–13	SS	Stockholm (1501) with add. From 1508 & 1517	I:11 (5b; 1f; mirror-10); II:8 (4b; ff. 11-18); III:8 (4b; ff. 19-26); IV:8 (4b; ff. 27-34); V:8 (4b; 1f; 1f; ff. 35-mirror)	165x115x30	150x110	"a" - "d"			Parchment	Ink	1	17	Semihybrida		Hand a (Stadsskrivaren Helmik van Nörden)	Stockholm							Klemming (1856:[93]–119; 138)	[MS](https://manuscripta.se/ms/100345)
							ff. s. 21–84																								[Av](https://www.alvin-portal.org/alvin/imageViewer.jsf?dsId=ATTACHMENT-0001&pid=alvin-record%3A472975&dswid=7791)
							f. s. 69		Scribal notice (in Latin)																						
							ff.s.76-84		Stockholm (1501) with add. From 1508 & 1517													Several hands									
