Shelf mark	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
							ff. 59v-61r18		RBEM 1280																						[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6041)
							ff. 61r19-62v		RBHM																						
AM 168 b 4to		AM 168 a 4to	SÁM	Codex	4to	1300-1400	ff. 1r-11v	KAB		Unknown	Unknown	223x-149	None	I	Yes	Parchment	Dry	1	26		Yes	Hand a	Helgafell area	Romanesque, High Gothic	R, B, G, Y	Decorated and at times inhabited large, medium (3-5) and small initials (2), at times extended into the margins	Small, Medium and Large	Four historiated initials on f. 1r1-5 (Kristinréttr Árna Þorlákssonar, ch. 1; Baptism of Christ, showing Christ standing in the middle with the lower part of his body being covered in water and showing a crux usualis gesture, while John stands next to Christ on the left and holding both hands aloft), f. 5r1-3 (Kristinréttr Árna Þorlákssonar, ch. 11; A figure sitting and looking into a book), with acanthus and palmette motifs attached), f. 6v4-7 (Kristinréttr Árna Þorlákssonar, ch. 14; A figure sitting and opening a book OR a bag), with acanthus and palmette motifs attached on the lower part of the initial), and f. 8v3-6 (Kristinréttr Árna Þorlákssonar, ch. 16; Two figures shaking hands, one male and one female). On f. 2r12-14 (a decorated, inhabited initial (Head [Christ?]), with palmette motifs), a middle initial is found.	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0168b)
						1475-1500	ff. 12r-13r9		Gamli sáttmáli					II	No				37		No	Hand b (Bjarni Narfason)	Unknown	None	None	None	None	None	None		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6045)
							f. 13r10-v		RBMB 1479																						
							ff. 14r-15r3		RBHM										Various			Hand c									
							f. 15r3-15		RBHM													Various scribes									
							f. 15r (lower margin)-v		Minor legal texts																						
AM 169 4to		"I.8 / b" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1340	f. 1r1-5		Debt accounts	I: 6 (2b, 2f, ff. 1-6); II: 8 (4b, ff. 7-14); III: 9 (4b, 1f, ff. 15-23); IV: 2 (1b, ff. 24-25)	Unknown	215x152	None	I	No	Parchment	Dry	1	Various		No	Scribe a	Unknown	None	None	None	None	None	None		[HR](https://handrit.is/manuscript/view/is/AM04-0169/0)
						1380	f. 1r6-18		Griðamál													Scribe b									[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6056)
						1300-1350	ff. 1v-25r	Jó							Yes				24		Yes	Scribe c		Romanesque	R, B	Decorated large (6) and small initials (2)	Small and Large	None. 2 large initials on f. 1r5-10 (Kristindómsbálkr, ch. 1; decorated initial in Channel style) and on f. 36r8-13 (Þjófabálkr, ch. 1; decorated, tendil initial)	Throughout		
						1330	ff. 26r-76r			V: 2 (1b, ff. 26-27); VI: 6 (3b, ff. 28-33); VII: 8 (4b, ff. 34-41); VIII: 8 (4b, ff. 42-49); IX: 7 (3b, 1f, ff. 50-56); X: 6 (3b, ff. 57-62); XI: 8 (4b, ff. 63-70); XII: 8 (4b, ff. 71-78)												Scribe d									
						1300-1350	ff. 76v-78v		RBHM 1314													Scribe c									
AM 170 a 4to		"II.54" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1550-1600	f. 1r-vb9	Jó	Þb ch. 18	I: 2 (1b, ff. 1-2); II: 6 (3b, ff. 3-8); III: 8 (4b, ff. 9-16); IV: 8 (4b, ff. 17-24)	Unknown	215x165	Yes	I	Yes	Parchment	Dry	2	24		Yes	Hand a	Unknown	Romanesque	Unknown	Decorated large, medium (3-5) and small initials (2)	Small, Medium and Large	Decorated large and medium initials (at times in Lombard style only) on f. 2vb11-13, f. 2vb11-13, f. 6vb13-17, f. 9rb6-9 (all three placed in the margins and as Lombard initials), f. 11va1-3, f. 15v13-15, f. 19v1-3 (all three embellished with fleuronnee and palmette ornamentation)	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0170a)
							ff. 1v10-2ra12		Parliamentary approval on Melrakkaveiði (perhaps from shortly after 1295)																						[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6068)
							f. 2ra12-24		RBMK																						
							f. 2rb1-4		RBHM																						
							f. 2rb5-20		RBHM																						
							f. 2va1-3		RBEK																						
							f. 2va4-5		RBEK																						
							f. 2va6-8		RBEK																						
							f. 2va8-12		RBHM																						
							ff. 2va9-3va5		Legal formulas																						
							f. 3va6-vb4		ÞMMEA 1281																						
							ff. 3vb5-4ra22		Skipan																						
							f. 4ra23-va5		Skipan																						
							f. 4va6-vb12		Skipan																						
							ff. 4vb13-24		Skipan																						
							f. 5ra1-22		RB?																						
							f. 5ra23-rb15		RB?																						
							ff.5rb16-vb9		Gamli sáttmáli																						
							ff. 5v10-8va6		Legal formulas																						
							ff.8va6-9ra7		Punishment judgment about trade (1490)																						
							f.9ra8-rb7		Parliamentary approval on working people and fishermen (1404) (1400?)																						
							f. 9rb8-vb7		Parliamentary approval																						
							ff. 9vb8-10ra1		RBHM																						
							f. 10ra2-18		Legal formulas																						
							f. 10ra19-vb12		RBHM																						
							ff. 10vb13-11rb		Text on precents																						
							ff. 11va-15va12	Hrðs																							
							ff. 15va13-16ra3		RBHM																						
							f. 16ra4-rb10		RBMH																						
							ff. 16rb11-vb13		RBHM																						
							ff. 16vb13-17vb		RBHM																						
							f. 18ra-rb23		RBHM																						
							ff. 18rb24-19ra14		RBHM																						
							f. 19ra15-rb		Parliamentary approval (bishop Eyjólfr and King Magnús) (1489)																						
							f. 19va-24ra	Bible	Law of Mose (section)																						
							f. 24rb-v		Confirmation of King Fredrik II. (1565)																						
AM 173 a I 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 1 4to	SÁM	Fragment	4to	1450-1550	ff. 1r-2v	Jó	Llb ch, 61-64	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	26		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6079)
AM 173 a II 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 2 4to	SÁM	Fragment	4to	1450-1550	ff. 1r-2v	Jó	Þfb ch. 2-5	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	24		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
AM 173 a III 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 3 4to	SÁM	Fragment	4to	1450-1550	ff. 1r-12v	Jó	Mh ch. 7-16, 23; Erfð ch. 5;	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	24		No	Hand a	Unknown	None	None	None	None	Space left empty on f. 7r18-22	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6081)
AM 173 a IV 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 4 4to	SÁM	Fragment	4to	1400-1600	ff. 1r-11v	Jó	Þfb ch. 2-5; Mh ch. 24-30 - Erfð ch. 7.1-7.7; Llb ch. 26-28, 45-46, 59-60, 64-69	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	29		No	Hand a	Unknown	None	None	None	None	Space left empty on f. 9v1-6	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
AM 173 a V 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 5 4to	SÁM	Fragment	4to	1400-1600	ff. 1r-15v	Jó	Mh ch. 13 - Erfð 6	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	25-26		No	Hand a	Unknown	None	None	None	None	Space left empty on f. 11v9-15	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
AM 173 a VI 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 6 4to	SÁM	Fragment	4to	1500-1600	f. 1r-v	KAB	(ref. Hirðsiðir)	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	20-24		Yes	Hand a	Unknown	Romanesque (with stich patterns)	Black	Ornamented medium (3 lines) and small (2 lines) initials	Medium, Small	On f. 2r5-7 (Kristindómsbálkr, ch. 1), one large, decorated, inhabited and interlaced initial (the initial is formed as a dragon), with palmette ornamentation following the initial in the lower and upper margin	Throughout		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
							f. 2r-v	Jó	Þfb ch. 9 - Krb ch. 2																						
AM 173 a VII 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 7 4to	SÁM	Fragment	4to	1450-1550	f. 1r-v	Jó	Fml ch. 8-13	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	24		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
AM 173 a VIII 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 8 4to	SÁM	Fragment	4to	1400-1600	ff. 1r-2v	Jó	Fml ch. 1-4; Kab ch. 9-12	Unknown	Unknown	ca. 245x168	None	I	Yes	Parchment	Dry	1	23		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
AM 173 a IX 4to		"II.29" (Ólafur Halldórsson, 1094); AM 173 a 9 4to	SÁM	Fragment	4to	1500-1600	ff. 1r-2v	Jó	Erfð ch. 21-23, 28-31	Unknown	Unknown	ca. 245x168	None	I	No	Parchment	Dry	1	22-23		No	Hand a	Unknown	Romanesque	Y, B, R, G	Ornamented large (7 lines) and small (2 lines) initials	Large and Small	On f. 1v1-7 (Framfærslubálkr, ch. 1), a large decorated, inhabited and interlaced initial is found (the initial is formed as a dragon), with palmette ornamentation following the initial in the lower and upper margin.	Throughout		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6097)
AM 173 b 4to		"II.12 / II d" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1470	ff. 1r-55v	Jó	Fragmented: from Mh ch. 30 to Þjb ch. 1. Also not included are Erfð ch. 4-7.1, 12-17, 26-30, Llb ch. 3ö-32, 37-40, Kab ch. 10 - Fml ch. 8.	Unknown	Unknown	154x126	None	I	Yes	Parchment	Dry	1	21		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6085)
AM 173 d A 1 4to		"I.26 / I q 1" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1350-1400	ff. 1r-2v	Jó	Þfb ch. 1-5	Unknown	Unknown	335x260	None	I	No	Parchment	Dry	2	28		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A01/0)
																															[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6089)
AM 173 d A 2 4to		"I.26 / I q 2" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500-1550	ff. 1r-2v	Jó	Kdb ch. 4-6	Unknown	Unknown	180x132	None	I	No	Parchment	Dry	1	20		Yes	Hand a	Unknown	Romanesque	Black	Arabesque small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A02/0)
																															
AM 173 d A 3 4to		"I.26 / I q 3" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1350	ff. 1r-2v	Jó	Mh ch. 1-2, 17-22	Unknown	Unknown	233x170	None	I	Yes	Parchment	Dry	1	30		Yes	Hand a	Unknown	Romanesque	R	Lombard small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A03/0)
																															
AM 173 d A 4 4to		"I.26 / I q 4" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1400-1450	ff. 1r-2v	Jó	Mh ch. 4-7, 30-31; Kvg ch. 1	Unknown	Unknown	180x152	None	I	No	Parchment	Dry	1	23		No	Hand a	Unknown	Romanesque	B, R	Decorated large initial (4 lines) and Lombard small initials (2 lines)	Large and Small	One large decorated initial on f. 2v17-20 (Kvennagiftingar, ch. 1)	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A04/0)
																															
AM 173 d A 5, 20, 34 4to		"I.26 / I q 5, 20, 34" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1350	ff. 1r-12v26	Jó	Mh ch. 5-8, 17-21; Llb ch. 46-59; Rkb ch. 1-12; Kab ch. 1-2; Þjb ch. 19-23; Fml ch. 25-27	Unknown	Unknown	245x166	None	I	Yes	Parchment	Dry	1	34		Yes	Hand a	Unknown	Romanesque	G, R	Decorated large initial (4 lines) and Lombard small initials (2 lines)	Large and Small	One large decorated initial on f. 11v4-7 (Farmannalög, ch. 1)	Throughout		HR
							f. 12v27-34		RBEM 1294																						
																															
AM 173 d A 6 4to		"I.26 / I q 6" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1400	ff. 1r-2v	Jó	Mh ch. 25-31; Erfð ch. 28; Ffb ch. 1-5	Unknown	Unknown	213x155	None	I	Yes	Parchment	Dry	2	30		Yes	Hand a	Unknown	Romanesque	B, Y, R, G	Lombard small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A06/0)
																															
AM 173 d A 7 4to		"I.26 / I q 7" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1350	ff. 1r-2v	Jó	Mh ch. 27-31; Kvg prologue and ch. 5-6, Erfð ch. 1-2	Unknown	Unknown	193x150	None	I	No	Parchment	Dry	1	29		Yes	Hand a	Unknown	Romanesque	R, G, Y	Lombard small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A07/0)
																															
AM 173 d A 8 4to		"I.26 / I q 8" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1350-1375	ff. 1r-2v	Jó	Kvg ch. 3-5, Llb ch. 32-35, 50-56; Rkb ch. 1-5	Unknown	Unknown	210x147	None	I	Yes	Parchment	Dry	1	29		Yes	Hand a	Unknown	Romanesque	R, B	Ornamented middle (3 lines) and Lombard small (2 lines) initials	Middle and Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A08/0)
																															
AM 173 d A 9 4to		"I.26 / I q 9" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1400-1450	ff. 1r-2v	Jó	Erfð ch. 9-14	Unknown	Unknown	145x145	None	I	No	Parchment	Dry	1	Unknown		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A09/0)
																															
AM 173 d A 10, 13 4to		"I.26 / I q 10, 13" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1350-1400	ff. 1r-2v	Jó	Erfð ch. 17-22; Lbb ch. 5-10	Unknown	Unknown	190x130	None	I	No	Parchment	Dry	1	27		Yes	Hand a	Unknown	Romanesque	R	Lombard small initials (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 11, 19 4to		"I.26 / I q 11, 19" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500	ff. 1r-4v	Jó	Ffb ch. 4-7; Llb ch. 2-7, 46-48, 54-57	Unknown	Unknown	195x150	None	I	No	Parchment	Dry	1	32		No	Hand a	Unknown	None	None	None	None	None	Nowhere		HR
																															
AM 173 d A 12, 16 4to		"I.26 / I q 12" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1350-1400	ff. 1r-4v	Jó	Ffb ch. 9-12; Lbb ch. 2-4; Llb ch. 20-22, 30-32	Unknown	Unknown	188x128	None	I	Yes	Parchment	Dry	1	25		Yes	Hand a	Unknown	Romanesque	G, R, B	Ornamented small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A12-16/0)
																															
AM 173 d A 14 4to		"I.26 / I q 14" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1350-1400	f. 1r-v	Jó	Llb ch. 18-20	Unknown	Unknown	152x75	None	I	Yes	Parchment	Dry	Unknown	Unknown		Yes	Hand a	Unknown	Romanesque	R	Lombard small initial (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A14/0)
																															
AM 173 d A 15 4to		"I.26 / I q 15" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500-1600	f. 1r-v	Jó	Llb ch. 20-24	Unknown	Unknown	132x121	None	I	No	Parchment	Dry	1	Unknown		Yes	Hand a	Unknown	Romanesque	R	Lombard small initial (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A15/0)
																															
AM 173 d A 17, 24 4to		"I.26 / I q 17, 24" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1450-1500	ff. 1r-4v	Jó	Llb ch. 21-22, 32-33; Rkb ch. 2-5	Unknown	Unknown	158x147	None	I	No	Parchment	Dry	1	Unknown		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A17-24/0)
																															
AM 173 d A 18, 31 4to		"I.26 / I q 18" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1400	ff. 1r-4v	Jó	Llb ch. 22-24; Fml ch. 6-9, 17-22, 25-27	Unknown	Unknown	237x180	None	I	Yes	Parchment	Dry	1	24		Yes	Hand a	Unknown	Romanesque	R, G	Ornamented small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A18-31/0)
																															
AM 173 d A 21, 26, 35, 36 4to		"I.26 / I q 21, 26, 35, 36" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1350	ff. 1r-3v	Jó	Llb ch. 49-53; Rkb ch. 5-8; Fml ch. 13-18	Unknown	Unknown	252x163	None	I	Yes	Parchment	Dry	1	36		Yes	Hand a	Unknown	Romanesque	R	Ornamented small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0173d-A21-26-35-36/0)
							f. 4r1-10		RBHM 1317																						
							f. 3r10-v		RBEK 1294																						
AM 173 d A 22 4to		"I.26 / I q 22" (Ólafur Halldórsson, 1094) / JS fragm 12 / Þjskjs Varia I 10	SÁM	Fragment	4to	1300-1400	f. 1r-v	Jó	Llb ch. 56-59	Unknown	Unknown	175x152	None	I	Yes	Parchment	Dry	1	21		Yes	Hand a	Unknown	Romanesque	R, G	Ornamented small initials (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 23 4to		"I.26 / I q 23" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500	f. 1r-v	Jó	Llb ch. 57-59	Unknown	Unknown	170x137	None	I	No	Parchment	Dry	1	19		Yes	Hand a	Unknown	Romanesque	R	Ornamented small initials (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 25, 27 4to		"I.26 / I q 25, 27" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1450-1500	ff. 1r-2v	Jó	Rkb ch. 3-5, 12; Kab ch. 1-3	Unknown	Unknown	225x142	None	I	Yes	Parchment	Dry	2	32		Yes	Hand a	Unknown	Romanesque	R	Lombard small initial (2 lines)	Small	None. Space left empty on f. 2rb16-20 (Kaupabálkr, ch. 1)	Throughout		HR
																															
AM 173 d A 28 4to		"I.26 / I q 28" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500	ff. 1r-2v	Jó	Kab ch. 2-3, 6-8	Unknown	Unknown	167-132	None	I	No	Parchment	Dry	1	19		Yes	Hand a	Unknown	Romanesque	R	Lombard small initial (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 29 4to		"I.26 / I q 29" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1550	ff. 1r-2v	Jó	Kab ch. 24-26; Fml ch. 16-20	Unknown	Unknown	165x124	None	I	No	Parchment	Dry	1	24		Yes	Hand a	Unknown	Romanesque	R, B	Ornamented small initials (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 30 4to		"I.26 / I q 30" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500-1525	ff. 1r-2v	Jó	Kab ch. 17-22; Fml ch. 2-4	Unknown	Unknown	260x180	None	I	No	Parchment	Dry	1	29		Yes	Hand a	Unknown	Romanesque	R, unknown	Ornamented small initials (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 32 4to		"I.26 / I q 32" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1500-1550	ff. 1r-4v	Jó	Fml ch. 20-25; Þjb ch. 3-7	Unknown	Unknown	125x102	None	I	Yes	Parchment	Dry	1	17		Yes	Hand a	Unknown	Romanesque	R, G	Ornamented small initials (2 lines)	Small	None	Throughout		HR
																															
AM 173 d A 33 4to		"I.26 / I q 33" (Ólafur Halldórsson, 1094)	SÁM	Fragment	4to	1300-1350	ff. 1r-2v	Jó	Fml ch. 22-28 (ch. 28 is Þjb ch. 17); Þjb ch. 1-2	Unknown	Unknown	220x150	None	I	Yes	Parchment	Dry	1	28		Yes	Hand a	Unknown	Romanesque	R	Lombard small initial (2 lines)	Small	None	Throughout		HR
																															
AM 174 I A 4to		AM 174 A-D 4to	SÁM	Fragment	4to	1500	f. 1r		RBKK 1480	Unknown	Unknown	163x110	None	I	No	Parchment	No	1	ca. 41		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0174-I-A-D/25)
							ff. 1v-3v31		RB																						
							f. 3v32-42		SAB 1275																						
							f. 4r-v17		RBHM																						
							ff. 4v18-7v11		RBKK																						
							ff. 7v12-8r11		RBEK 1295																						
							f. 8r12-v19		RBMH																						
							f. 8v20-41		RBEK 1283																						
AM 174 I B 4to		AM 174 A-D 4to	SÁM	Fragment	4to	1370	ff. 1r-2v		SEE 1320 [1]	Unknown	Unknown	110x550	None	I	No	Parchment	Dry	1	Unknown		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0174-I-A-D/25)
AM 174 I C 4to		AM 174 A-D 4to	SÁM	Fragment	4to	1500	ff. 1r-2v		SAB 1269	Unknown	Unknown	140x112	None	I	Yes	Parchment	Dry	2	21		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0174-I-A-D/0)
AM 174 I D 4to		AM 174 A-D 4to	SÁM	Fragment	4to	1350	ff. 1r-4v		SAB	Unknown	Unknown	152x116	None	I	Yes	Parchment	Dry	1	24		Yes	Hand a	Unknown	Romanesque	R, G	Lombard small initials (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0174-I-A-D/0)
							f. 5r1-10		SJB 1326																						
							f. 5r10-24		Um bannsverk (?)																						
							ff. 5v-6v	KAB																							
AM 175 a 4to			SÁM	Codex	4to	1450	ff. 1v-19r6	KAB		Unknown	Unknown	217-220x152-154	None	I	Yes	Parchment	Dry	1	27-29		Yes	Hand a	Unknown	Romanesque	R, G	Lombard small initial (2 lines)	Small	None	Throughout		[HR](https://handrit.is/manuscript/view/is/AM04-0175a/0)
							f.19r7-29		Gamli sáttmáli													Hand b									[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6100)
							ff. 19v-20v3		SAB with sections from SEE 1320 [3]													Hand c									
							ff. 29v4-12		SOB 1368													Hand d									
							f. 29v13-27		SEE 1320 [3] (in Latin)																						
							ff. 21r-v8		SGB 1354													Hand e (with further minor hands)									
							ff. 21v9-22r17	KJE	ch. 54, 56																						
							ff. 22r18-23r10		SMB 1224																						
							ff. 23r11-24v3		SAB 1269 & SAB 1275																						
							ff. 24v4-25r5		SAB 1292																						
							f. 25r6-v21		SAB 1279																						
							ff. 25v22-26r5	KJE	ch. 62																						
							f. 26r6-28		SAB 1269 (excerpt)																						
							f. 26r-v		Legal formulas and minor canonic rules in Latin and Old Icelandic																						
							ff. 27r-28r7		SAB 1269																						
							ff. 28r8-29v3		SLB 1325?																						
							ff. 29v4-30r12		SPB 1391																						
							f. 30r13-27		SGB 1359																						
							ff. 30v28-32v2		SEE 1320 [3] (excerpt)																						
							f. 32v3-19		ÞMMEA 1281																						
							ff. 32v20-33r4		Skipan on the churches that belong to a diocese																						
							f. 33r5-v3		Summa de casibus (Reymond of Pennafort [excerpt])																						
							f. 33v4-27		Summa de casibus (Godefridus Andevangensis [excerpt, from Liber Extra X 4.7.2])																						
							ff. 33v28-34r4		Gregorius on the purchase and offers of churches and their parish churches																						
							f. 34r6-12		Short vernacular rule on the selling of churches																						
							f. 34r13-v14		SVK 1247																						
							ff. 34v15-35v4		SIP 1248																						
							ff. 35v5-36v		Minor legal texts and formulas in Old Icelandic and Latin																						
						1450-1500	f. 37r-v		SOB 1375					II								Hand f									
AM 175 c 4to		"I.24" (Ólafur Halldórsson, 1094)	SÁM	Codex	4to	1450	ff. 1r-10v15	Jó	sections	Unknown	Unknown	220x153	None	I	Yes	Parchment	Dry	1	29		Yes	Hand a	Unknown	Romanesque	R, G	Ornamented small and medium initials (2-3 lines)	Small and Medium	None	Throughout		[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6102)
							ff. 10v16-13r25	Jó	Erfð ch. 1-13																						[HR](https://handrit.is/manuscript/view/is/AM04-0175c/0)
							f. 13r26-v2		Sections from (several?) RBEK																						[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6104)
							f. 13v3-18		RBMK (um óbótamál)																						
							ff. 13v19-14r21		RBEK																						
							ff. 14r22-15r19		EBEK																						
							f. 15r20-v7		RBHM																						
							f. 15v8-14		RBHM																						
							f. 15v15-29		RBHM																						
							f. 16r1-21		RBHM																						
							f. 16r22-v15		RBHM																						
							f. 15v16-29		RBHM																						
AM 187 a 4to			SÁM	Fragment	4to	1543	f. 1r	RBKK 1450		Unknown	Unknown	425x395	None	I	No	Parchment	Dry	1	64		No	Hand a	Unknown	None	None	None	None	None	Nowhere		[HR](https://handrit.is/manuscript/view/is/AM04-0187a/5)
																															[NorS](https://sprogsamlinger.ku.dk/q.php?p=ds/hjem/mapper/6170)
AM 279 a 4to	Þingeyrabók		SÁM	Fragment	4to	1250-1275	ff. 1r-7v	Grg		I: 8 (4b, ff. 1-8)	Unknown	230x163	None	I	Yes	Parchment	Dry	1	29		Yes	Hand a	Þingeyrar area	Romanesque	R, G	Ornamented small and medium initials (2-3 lines)	Small and Medium	None	Primarily in the oldest parts		[HR](https://handrit.is/manuscript/view/is/AM04-0279a/0)
						1300-1400	f. 8r12-v19		Rekaskrá													Hand b									
						1500	f. 8v		Kristfé í Hvammi													Hand c									
							f. 9r-v		Fishing grounds of the Þingeyraklaustur	II: 5 (2b, 1f, ff. 9-13)												Hand d									
						1506	f. 10r		Land belonging to the Þingeyrarklaustur													Hand e									
						Unknown	ff. 10v-11v		Latin texts (among others parts of the Historiæ ecclesiasticae by Eusebius Pamphili																						
						1250-1275	f. 12r-v24		Record of exchange at Spákonuarfi													Hand a (?)									
						1275-1300	ff. 12v24-13r25		Record of fund collection and rental money and sheep customs of Þingeyraklaustur													Hand f									
NKS 1925 4to		"II.13" (Ólafur Halldórsson, 1094)	NKS	Codex	4to	1450-1500	ff. 1r-73r	Jó		Unknown	Unknown	203x156	Unknown	I	Unknown	Parchment	Unknown	Unknown	Unknown		Unknown	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		
							ff. 73v-91r	KAB																							
							f. 91r		Legal formulas																						
